episode_id,gsis_id,full_name,position,team,season,start_week,end_week,games_missed,ir_games,starts_on_ir,injury,carried_over,parts,n_base,base_share,base_ppg,return_key,games_to_normal,share_ratio_first4,ppg_after_first4,r1,r2,r3,r4,r5,r6,r7,r8,returned,ppg_ratio_first4
2765,00-0035350,Preston Williams,WR,MIA,2019,10,17,8,8,true,Unlabeled (IR),true,1,7,0.791,9.514,202001,0,0.913,6.225,1.137,1.023,0.720,0.771,0.758,0.897,1.137,0.354,true,0.654
2766,00-0035350,Preston Williams,WR,MIA,2020,10,17,8,8,true,Unlabeled (IR),true,1,8,0.730,10.375,202102,,0.586,3.100,0.411,1.014,0.562,0.356,0.479,0.425,0.219,0.110,true,0.299
2767,00-0035350,Preston Williams,WR,MIA,2021,8,8,1,0,false,Other,false,1,8,0.589,9.250,202110,,0.459,0.467,0.442,0.594,0.527,0.272,0.136,0.051,,,true,0.050
2768,00-0035350,Preston Williams,WR,MIA,2021,17,17,1,1,true,Unlabeled (IR),false,1,8,0.351,4.257,202218,,0.085,,0.085,,,,,,,,true,
2770,00-0035356,Tyree Jackson,TE,PHI,2022,1,10,9,9,true,Unlabeled (IR),false,1,8,0.250,0.000,202211,,0.430,0.000,0.520,0.240,0.440,0.520,0.160,0.840,0.440,,true,
2771,00-0035356,Tyree Jackson,TE,PHI,2022,16,18,3,3,true,Knee,true,1,8,0.207,3.733,202310,,0.771,,1.012,0.530,,,,,,,true,
2772,00-0035356,Tyree Jackson,TE,WAS,2025,1,18,17,17,true,Unlabeled (IR),true,1,8,0.182,3.733,,,,,,,,,,,,,false,
2774,00-0035359,David Sills,WR,TB,2026,1,2,2,2,true,Unlabeled (IR),false,1,8,0.630,5.213,,,,,,,,,,,,,false,
2776,00-0035399,Stanley Morgan,WR,CIN,2022,8,8,1,0,false,Hamstring,false,1,8,0.155,0.350,202209,,0.661,0.000,0.903,0.774,0.452,0.516,0.452,0.968,0.129,0.581,true,0.000
2777,00-0035406,Lil'Jordan Humphrey,WR,NO,2021,8,9,2,2,true,Unlabeled (IR),false,1,8,0.303,5.767,202111,1,1.165,9.333,0.826,1.554,1.421,0.860,1.785,2.116,0.331,0.165,true,1.618
2778,00-0035414,Jalen Guyton,WR,LAC,2021,16,16,1,1,true,Unlabeled (IR),false,1,8,0.521,6.513,202117,0,0.576,4.767,0.921,1.036,0.134,0.211,0.499,1.094,1.516,1.535,true,0.732
2779,00-0035414,Jalen Guyton,WR,LAC,2022,4,8,21,21,true,Knee,false,2,8,0.402,9.171,202309,0,1.727,4.250,1.416,1.963,1.988,1.540,0.795,1.217,0.596,0.124,true,0.463
2786,00-0035480,Malik Taylor,WR,GB,2021,6,7,2,2,true,Illness,false,1,8,0.081,1.160,202108,4,0.369,0.000,0.862,0.123,0.246,0.246,4.431,2.708,1.846,,true,0.000
2787,00-0035480,Malik Taylor,WR,GB,2021,11,12,2,0,false,Abdomen,false,1,8,0.079,1.160,202114,2,1.968,0.567,0.254,0.254,4.571,2.794,1.905,,,,true,0.489
2788,00-0035480,Malik Taylor,WR,GB,2021,16,1,4,4,true,Shoulder,false,2,8,0.070,0.567,202308,0,3.476,1.650,5.143,3.143,2.143,,,,,,true,2.912
2789,00-0035480,Malik Taylor,WR,NYJ,2024,1,18,17,17,true,Unlabeled (IR),true,1,8,0.099,0.283,,,,,,,,,,,,,false,
2790,00-0035500,Greg Dortch,WR,ARI,2025,14,18,5,5,true,Chest,true,1,8,0.391,8.250,202602,,0.128,0.000,0.128,,,,,,,,true,0.000
2793,00-0035510,Jeff Smith,WR,NYJ,2021,4,5,2,0,false,Concussion,false,1,8,0.284,2.286,202108,7,0.599,4.450,0.846,1.022,0.458,0.070,0.458,0.881,0.775,3.419,true,1.947
2794,00-0035510,Jeff Smith,WR,NYJ,2021,14,15,2,2,true,Unlabeled (IR),false,1,8,0.166,3.140,202116,0,3.083,1.167,1.323,5.835,4.451,0.722,0.842,0.602,0.602,1.203,true,0.372
2795,00-0035510,Jeff Smith,WR,NYJ,2022,16,18,3,2,false,Knee,true,1,8,0.190,1.400,,,,,,,,,,,,,false,
2796,00-0035527,Andy Isabella,WR,ARI,2022,2,2,1,0,false,Back,false,1,8,0.234,3.075,202203,,0.738,0.733,1.668,0.770,0.257,0.257,0.086,,,,true,0.238
2799,00-0035535,Darius Slayton,WR,NYG,2021,4,5,2,0,false,Hamstring,false,1,8,0.805,6.575,202107,4,0.814,4.250,0.758,1.081,0.683,0.733,0.907,0.994,0.832,0.770,true,0.646
2800,00-0035535,Darius Slayton,WR,NYG,2021,17,17,1,1,true,Unlabeled (IR),false,1,8,0.680,3.788,202118,7,0.566,6.500,1.029,0.074,0.279,0.882,0.794,1.015,0.838,1.088,true,1.716
2801,00-0035535,Darius Slayton,WR,NYG,2024,10,10,1,0,false,Concussion,false,1,8,0.877,9.625,202412,4,0.795,2.525,0.661,0.775,0.969,0.775,0.969,0.912,1.037,1.105,true,0.262
2802,00-0035535,Darius Slayton,WR,NYG,2025,6,6,1,0,false,Hamstring,false,1,8,0.854,4.875,202508,0,0.840,8.000,0.855,1.042,0.726,0.738,0.890,1.019,0.925,1.031,true,1.641
2803,00-0035535,Darius Slayton,WR,NYG,2025,11,11,1,0,false,Hamstring,false,1,8,0.859,5.300,202512,1,0.888,7.125,0.734,0.885,1.013,0.920,1.025,1.013,,,true,1.344
2804,00-0035547,Joseph Fortson,TE,KC,2021,7,18,11,11,true,Achilles,true,1,5,0.122,6.000,202201,0,1.783,3.775,2.787,0.902,1.066,2.377,1.475,1.721,2.787,0.902,true,0.629
2805,00-0035547,Joseph Fortson,TE,KC,2022,9,9,1,0,false,Quadricep,false,1,8,0.192,3.760,202210,1,1.026,3.725,0.571,1.455,1.143,0.935,0.779,0.831,0.675,0.727,true,0.991
2806,00-0035547,Joseph Fortson,TE,KC,2022,16,18,20,20,true,Elbow,true,2,8,0.209,3.340,202405,,0.846,0.500,0.623,0.671,1.246,,,,,,true,0.150
2807,00-0035547,Joseph Fortson,TE,KC,2024,9,18,10,10,true,Unlabeled (IR),true,1,8,0.171,2.343,,,,,,,,,,,,,false,
2808,00-0035548,Ventell Bryant,WR,DAL,2020,1,4,4,4,true,Unlabeled (IR),false,1,7,0.026,1.700,,,,,,,,,,,,,false,
2809,00-0035562,Jesper Horsted,TE,CHI,2021,16,18,3,3,true,Illness,true,1,8,0.198,4.750,202202,,0.937,4.900,0.152,0.203,2.937,0.456,0.152,0.253,0.304,0.051,true,1.032
2810,00-0035562,Jesper Horsted,TE,LV,2022,13,14,2,0,false,Concussion,false,1,8,0.109,4.600,202217,,0.322,0.467,0.092,0.736,0.184,0.276,,,,,true,0.101
2811,00-0035562,Jesper Horsted,TE,LV,2023,17,18,2,2,true,Hamstring,true,1,8,0.115,1.575,,,,,,,,,,,,,false,
2812,00-0035567,Craig Reynolds,RB,DET,2022,10,14,5,5,true,Unlabeled (IR),false,1,8,0.231,4.163,202217,4,0.681,1.000,0.778,0.649,1.254,0.043,0.951,2.638,0.389,1.211,true,0.240
2813,00-0035567,Craig Reynolds,RB,DET,2025,9,9,1,0,false,Hamstring,false,1,8,0.143,3.133,202510,,0.070,,0.070,,,,,,,,true,
2816,00-0035593,Juwann Winfree,WR,IND,2024,1,18,17,17,true,Unlabeled (IR),true,1,8,0.210,1.250,,,,,,,,,,,,,false,
2817,00-0035594,Travis Homer,RB,SEA,2020,12,17,4,3,false,Wrist,true,2,8,0.253,3.488,202101,1,0.752,2.925,0.158,1.030,1.188,0.634,0.475,0.317,0.832,1.188,true,0.839
2818,00-0035594,Travis Homer,RB,SEA,2021,12,12,1,0,false,Calf,false,1,8,0.243,4.500,202113,2,0.948,6.350,1.237,0.289,1.361,0.907,1.443,1.856,0.124,0.907,true,1.411
2819,00-0035594,Travis Homer,RB,SEA,2021,14,15,2,1,false,Calf,false,1,8,0.222,4.125,202116,1,1.090,1.650,0.315,1.483,0.989,1.573,2.022,0.135,0.989,1.303,true,0.400
2820,00-0035594,Travis Homer,RB,SEA,2022,4,7,4,4,true,Unlabeled (IR),false,1,8,0.291,4.962,202208,4,0.738,5.900,0.755,0.996,0.515,0.687,3.124,0.858,0.034,0.137,true,1.189
2821,00-0035594,Travis Homer,RB,SEA,2022,18,18,1,1,true,Ankle,true,1,8,0.312,5.363,202303,,0.240,0.500,0.128,0.128,0.064,0.640,0.928,0.032,0.896,0.416,true,0.093
2822,00-0035594,Travis Homer,RB,CHI,2023,6,6,1,0,false,Hamstring,false,1,8,0.257,4.338,202307,,0.534,0.533,0.155,0.078,0.777,1.126,0.039,1.087,0.505,0.971,true,0.123
2823,00-0035594,Travis Homer,RB,CHI,2024,3,6,4,4,true,Finger,false,1,8,0.209,4.117,202411,,0.802,1.600,0.048,1.341,0.623,1.198,0.287,0.048,,,true,0.389
2824,00-0035594,Travis Homer,RB,CHI,2024,17,6,6,5,false,Hamstring,false,2,8,0.126,1.140,202509,,0.277,-0.100,0.475,0.079,,,,,,,true,-0.088
2825,00-0035594,Travis Homer,RB,CHI,2025,12,15,2,0,false,Hamstring,false,2,8,0.155,1.067,,,,,,,,,,,,,false,
2828,00-0035602,Alex Bachman,WR,LV,2025,14,15,2,0,false,Thumb,false,1,8,0.057,0.317,202516,0,2.493,0.433,2.957,3.478,1.043,,,,,,true,1.368
2829,00-0035621,Nsimba Webster,WR,CHI,2024,1,18,17,17,true,Unlabeled (IR),true,1,6,0.022,0.000,,,,,,,,,,,,,false,
2831,00-0035624,N'Keal Harry,TE,NE,2020,8,9,2,0,false,Concussion,false,1,8,0.702,7.900,202010,0,0.836,6.133,0.854,1.068,0.698,0.726,0.868,0.925,0.854,1.267,true,0.776
2832,00-0035624,N'Keal Harry,TE,NE,2021,1,3,3,3,true,Unlabeled (IR),false,1,8,0.552,4.486,202104,,0.620,2.567,0.452,0.615,0.706,0.706,0.633,0.941,0.742,0.489,true,0.572
2833,00-0035624,N'Keal Harry,TE,CHI,2022,1,5,5,5,true,Unlabeled (IR),false,1,8,0.489,3.786,202207,0,0.731,5.075,0.859,1.289,0.573,0.205,0.900,0.982,0.675,0.020,true,1.341
2834,00-0035624,N'Keal Harry,TE,CHI,2022,11,11,1,0,false,Illness,false,1,8,0.486,3.843,202213,1,0.694,3.400,0.206,0.905,0.987,0.679,0.021,0.041,0.123,0.123,true,0.885
2835,00-0035631,Drew Sample,TE,CIN,2019,11,17,7,4,false,Ankle,true,1,8,0.189,1.675,202001,0,3.550,5.500,1.854,3.126,4.715,4.503,4.980,3.974,5.139,4.503,true,3.284
2836,00-0035631,Drew Sample,TE,CIN,2022,3,18,14,12,false,Knee,true,1,8,0.354,1.583,202301,2,0.926,1.300,0.905,0.650,1.244,0.905,0.961,0.989,1.074,1.046,true,0.821
2837,00-0035639,Parris Campbell,WR,IND,2019,5,7,2,0,false,Abdomen,false,1,3,0.333,5.133,201908,1,1.538,7.800,0.390,1.830,1.470,2.460,0.090,1.830,2.400,1.320,true,1.519
2838,00-0035639,Parris Campbell,WR,IND,2019,10,12,3,0,false,Hand,false,1,5,0.350,4.180,201914,0,1.393,5.575,1.400,2.343,0.086,1.743,2.286,1.257,1.571,0.286,true,1.334
2839,00-0035639,Parris Campbell,WR,IND,2019,15,17,3,3,true,Hand,true,1,6,0.393,5.650,202001,2,1.436,5.250,2.085,0.076,1.551,2.034,1.119,1.398,0.254,0.356,true,0.929
2840,00-0035639,Parris Campbell,WR,IND,2020,3,17,14,14,true,Unlabeled (IR),true,1,8,0.459,6.512,202101,0,1.308,5.025,1.330,1.744,0.959,1.199,0.218,0.305,1.678,1.875,true,0.772
2841,00-0035639,Parris Campbell,WR,IND,2021,7,17,10,10,true,Unlabeled (IR),false,1,8,0.544,6.500,202118,1,1.191,2.425,0.257,1.416,1.582,1.508,1.232,1.692,1.839,1.802,true,0.373
2842,00-0035640,DK Metcalf,WR,SEA,2024,9,9,1,0,false,Knee,false,1,8,0.887,12.938,202411,0,0.910,10.850,1.014,0.879,0.845,0.901,1.048,1.003,0.992,1.003,true,0.839
2843,00-0035640,DK Metcalf,WR,PIT,2025,17,18,2,2,true,Unlabeled (IR),true,1,8,0.859,11.550,202601,,1.118,8.000,1.118,,,,,,,,true,0.693
2844,00-0035644,Noah Fant,TE,DEN,2021,9,9,1,1,true,Unlabeled (IR),false,1,8,0.875,11.625,202110,0,0.886,7.875,0.869,0.971,0.857,0.846,0.914,1.029,1.006,1.097,true,0.677
2845,00-0035644,Noah Fant,TE,SEA,2024,9,11,2,0,false,Groin,false,1,8,0.579,7.186,202413,0,1.110,5.725,1.158,1.019,1.019,1.244,0.968,1.106,0.864,0.432,true,0.797
2846,00-0035644,Noah Fant,TE,CIN,2025,4,4,1,0,false,Concussion,false,1,8,0.565,8.362,202505,1,0.832,9.400,0.425,0.867,1.204,0.832,0.814,0.850,0.496,0.743,true,1.124
2847,00-0035644,Noah Fant,TE,CIN,2025,16,16,1,0,false,Ankle,false,1,8,0.463,6.413,202517,,0.613,4.267,0.476,0.476,0.886,,,,,,true,0.665
2848,00-0035645,Gunner Olszewski,WR,NE,2019,12,3,9,8,true,Ankle,false,2,4,0.200,1.350,202004,2,1.550,1.300,0.400,0.400,3.250,2.150,0.100,0.450,0.100,1.000,true,0.963
2849,00-0035645,Gunner Olszewski,WR,PIT,2023,3,3,1,0,false,Concussion,false,1,8,0.288,1.571,202305,,0.148,1.500,0.209,0.104,0.174,0.104,0.035,0.070,0.035,0.035,true,0.955
2850,00-0035645,Gunner Olszewski,WR,NYG,2024,2,18,16,16,true,Groin,true,1,8,0.106,0.857,202503,4,0.259,2.350,0.188,0.094,0.094,0.659,3.576,0.941,0.188,0.188,true,2.742
2851,00-0035645,Gunner Olszewski,WR,NYG,2026,1,2,2,2,true,Unlabeled (IR),false,1,8,0.096,2.203,,,,,,,,,,,,,false,
2853,00-0035657,Damien Harris,RB,NE,2020,17,17,1,1,true,Ankle,true,1,8,0.416,9.412,202101,0,1.123,8.200,1.273,1.009,0.745,1.465,0.793,1.153,1.105,1.273,true,0.871
2854,00-0035657,Damien Harris,RB,NE,2022,13,13,1,0,false,Thigh,false,1,8,0.318,9.400,202217,0,1.039,6.825,1.512,1.669,0.409,0.567,0.409,0.882,0.567,0.063,true,0.726
2855,00-0035657,Damien Harris,RB,BUF,2023,7,18,11,11,true,Neck,true,1,8,0.264,4.325,,,,,,,,,,,,,false,
2857,00-0035659,Terry McLaurin,WR,WAS,2019,17,17,1,0,false,Concussion,true,1,8,0.938,10.313,202001,0,1.000,17.750,0.992,1.003,1.045,0.960,1.067,1.024,0.896,1.045,true,1.721
2858,00-0035659,Terry McLaurin,WR,WAS,2025,4,7,4,0,false,Quadricep,false,1,8,0.856,16.000,202508,3,0.686,15.000,0.549,0.596,0.724,0.876,0.969,1.004,0.818,1.016,true,0.938
2859,00-0035659,Terry McLaurin,WR,WAS,2025,9,11,3,0,false,Quadricep,false,1,8,0.830,14.650,202513,2,0.816,13.475,0.614,0.747,0.904,1.000,1.036,0.843,1.048,,true,0.920
2861,00-0035662,Marquise Brown,WR,ARI,2022,7,11,5,5,true,Foot,false,1,8,0.904,14.825,202212,0,0.963,8.175,1.073,1.062,0.985,0.730,1.007,0.941,0.929,1.040,true,0.551
2862,00-0035662,Marquise Brown,WR,ARI,2023,16,15,17,15,false,Heel,false,2,8,0.876,7.350,202416,2,0.670,11.500,0.308,0.456,1.061,0.856,0.776,0.593,0.593,0.593,true,1.565
2863,00-0035662,Marquise Brown,WR,KC,2025,15,15,1,0,false,Not injury related - personal matter,false,1,8,0.425,8.500,202516,0,1.522,5.433,1.247,1.412,1.906,,,,,,true,0.639
2864,00-0035664,Darrell Henderson,RB,LA,2019,17,17,1,1,true,Ankle,true,1,7,0.204,3.617,202001,1,1.677,11.100,0.343,2.056,2.399,1.909,2.105,2.594,2.741,0.930,true,3.069
2865,00-0035664,Darrell Henderson,RB,LA,2020,17,17,1,1,true,Unlabeled (IR),true,1,8,0.287,6.087,202101,0,2.765,16.600,3.270,2.365,3.130,2.296,2.852,3.061,2.122,2.087,true,2.727
2866,00-0035664,Darrell Henderson,RB,LA,2021,14,14,1,1,true,Thigh,false,1,8,0.737,15.500,202115,,0.583,7.350,0.366,0.095,1.112,0.759,0.678,0.800,0.773,0.963,true,0.474
2867,00-0035664,Darrell Henderson,RB,LA,2021,17,18,2,2,true,Unlabeled (IR),true,1,8,0.675,14.025,202201,,0.915,7.900,1.215,0.830,0.741,0.874,0.844,1.052,0.607,0.726,true,0.563
2869,00-0035671,Jace Sternberger,TE,GB,2020,14,2,5,2,false,Concussion,false,2,8,0.288,4.560,,,,,,,,,,,,,false,
2870,00-0035676,A.J. Brown,WR,TEN,2020,2,3,2,0,false,Knee,false,1,8,0.846,17.812,202005,1,1.010,20.925,0.839,0.993,1.099,1.111,0.969,0.886,0.957,0.957,true,1.175
2871,00-0035676,A.J. Brown,WR,TEN,2021,4,4,1,0,false,Hamstring,false,1,8,0.797,17.213,202105,3,0.931,20.425,0.803,0.991,0.777,1.154,0.978,1.028,0.652,0.928,true,1.187
2872,00-0035676,A.J. Brown,WR,TEN,2021,12,15,3,3,true,Chest,false,1,8,0.691,12.725,202116,0,1.107,19.975,1.071,0.911,1.186,1.259,1.273,1.157,1.230,1.071,true,1.570
2873,00-0035676,A.J. Brown,WR,PHI,2024,3,3,1,0,false,Hamstring,false,1,8,0.841,10.762,202406,0,0.886,15.625,1.094,0.915,0.975,0.559,0.880,1.153,1.058,1.141,true,1.452
2874,00-0035676,A.J. Brown,WR,PHI,2025,8,8,1,0,false,Hamstring,false,1,8,0.941,11.838,202510,1,0.959,18.850,0.829,0.988,0.999,1.020,1.031,0.765,0.924,0.946,true,1.592
2875,00-0035676,A.J. Brown,WR,NE,2026,2,2,1,1,true,Unlabeled (IR),false,1,8,0.882,16.725,,,,,,,,,,,,,false,
2876,00-0035685,David Montgomery,RB,CHI,2020,10,10,1,0,false,Concussion,false,1,8,0.716,13.150,202012,0,1.099,26.525,1.187,1.047,0.935,1.229,1.159,1.159,0.824,1.117,true,2.017
2877,00-0035685,David Montgomery,RB,CHI,2021,5,8,4,4,true,Knee,false,1,8,0.771,20.787,202109,0,1.083,14.050,1.102,1.232,1.089,0.908,1.089,0.908,1.011,0.882,true,0.676
2878,00-0035685,David Montgomery,RB,CHI,2022,4,4,1,0,false,Ankle,false,1,8,0.720,16.337,202205,0,0.958,11.975,1.000,1.083,0.778,0.972,0.972,0.917,1.111,0.944,true,0.733
2879,00-0035685,David Montgomery,RB,DET,2023,7,8,2,0,false,Ribs,false,1,8,0.632,15.375,202310,,0.660,15.750,0.601,0.632,0.427,0.980,0.553,0.822,0.617,0.617,true,1.024
2880,00-0035685,David Montgomery,RB,DET,2024,16,18,3,0,false,Knee,true,1,8,0.438,15.465,202501,6,0.834,13.000,0.846,0.891,0.846,0.754,1.211,0.709,1.006,0.869,true,0.841
2881,00-0035689,Dawson Knox,TE,BUF,2020,3,3,1,0,false,Concussion,false,1,8,0.682,5.525,202004,3,0.696,3.233,0.703,0.513,0.542,1.026,0.894,0.982,1.172,0.806,true,0.585
2882,00-0035689,Dawson Knox,TE,BUF,2020,6,8,3,1,false,Calf,false,1,8,0.624,3.713,202009,1,0.942,7.833,0.593,1.122,0.978,1.074,1.283,0.882,1.026,1.154,true,2.110
2883,00-0035689,Dawson Knox,TE,BUF,2021,8,9,2,0,false,Hand,false,1,8,0.731,12.337,202110,0,1.265,9.575,1.149,1.340,1.244,1.326,1.313,1.231,1.368,1.203,true,0.776
2884,00-0035689,Dawson Knox,TE,BUF,2022,5,5,1,0,false,Foot,false,1,8,0.864,7.537,202206,0,0.981,9.225,0.984,1.019,0.984,0.938,0.926,0.903,0.973,0.996,true,1.224
2885,00-0035689,Dawson Knox,TE,BUF,2023,8,12,5,5,true,Wrist,false,1,8,0.708,6.412,202314,,0.703,5.600,0.664,0.876,0.664,0.608,0.664,0.820,0.749,0.735,true,0.873
2886,00-0035700,Josh Jacobs,RB,OAK,2019,16,17,2,0,false,Shoulder,true,1,8,0.565,15.912,202001,0,1.199,17.250,1.381,1.168,1.044,1.204,1.133,0.867,1.186,1.009,true,1.084
2887,00-0035700,Josh Jacobs,RB,LV,2020,13,13,1,0,false,Ankle,false,1,8,0.624,14.737,202014,5,0.866,14.650,0.689,1.090,0.802,0.882,0.834,1.010,1.106,1.026,true,0.994
2888,00-0035700,Josh Jacobs,RB,LV,2021,2,2,1,0,false,Toe,false,1,8,0.585,15.100,202104,0,0.991,14.600,1.077,1.179,1.094,0.615,0.838,0.974,1.128,1.128,true,0.967
2889,00-0035700,Josh Jacobs,RB,LV,2023,18,18,1,0,false,Quadricep,true,1,8,0.776,14.525,202401,0,0.815,10.775,0.940,0.863,0.670,0.786,0.966,0.812,0.863,0.824,true,0.742
2891,00-0035703,Miles Boykin,WR,BAL,2021,1,4,4,4,true,Unlabeled (IR),false,1,8,0.490,4.183,202106,,0.199,1.600,0.122,0.102,0.265,0.306,0.102,0.265,0.163,0.143,true,0.382
2892,00-0035703,Miles Boykin,WR,BAL,2021,11,12,2,0,false,Finger,false,1,8,0.432,5.983,202116,,0.191,1.050,0.116,0.301,0.185,0.162,0.139,0.208,0.254,0.393,true,0.175
2894,00-0035704,Drew Lock,QB,DEN,2020,3,4,2,0,false,right Shoulder,false,1,6,1.000,13.523,202006,0,0.998,16.365,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,true,1.210
2895,00-0035704,Drew Lock,QB,DEN,2021,10,10,1,1,true,Unlabeled (IR),false,1,8,1.000,16.642,202112,2,0.672,6.845,0.310,0.430,1.000,0.950,1.000,0.310,0.120,1.000,true,0.411
2896,00-0035710,Daniel Jones,QB,NYG,2019,14,15,2,0,false,Ankle,false,1,8,1.000,15.430,201916,0,1.000,18.755,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,true,1.215
2897,00-0035710,Daniel Jones,QB,NYG,2021,13,18,6,3,false,Neck,true,1,8,0.929,12.700,202201,0,1.028,16.135,1.077,1.077,1.077,0.883,1.077,1.077,1.077,1.077,true,1.270
2898,00-0035710,Daniel Jones,QB,NYG,2023,6,8,2,0,false,Neck,false,2,8,0.944,16.763,202309,1,0.882,11.150,0.350,1.060,1.060,1.060,1.060,1.060,1.060,0.837,true,0.665
2899,00-0035710,Daniel Jones,QB,NYG,2023,10,18,8,8,true,Neck,true,1,8,0.927,15.238,202401,0,1.078,13.060,1.078,1.078,1.078,1.078,1.078,1.078,0.852,1.078,true,0.857
2900,00-0035710,Daniel Jones,QB,IND,2025,15,18,4,4,true,Fibula,true,1,8,0.972,18.390,202601,,1.028,9.040,1.028,,,,,,,,true,0.492
2901,00-0035719,Deebo Samuel Sr.,WR,SF,2019,7,7,1,0,false,Groin,false,1,4,0.562,8.425,201908,0,1.311,15.600,1.227,1.138,1.493,1.387,1.298,1.707,1.387,1.582,true,1.852
2902,00-0035719,Deebo Samuel Sr.,WR,SF,2020,1,3,3,3,true,Foot,false,1,8,0.805,14.025,202004,1,0.829,10.475,0.422,1.106,1.019,0.770,1.093,1.180,0.012,1.043,true,0.747
2903,00-0035719,Deebo Samuel Sr.,WR,SF,2020,8,10,3,1,false,Hamstring,false,1,8,0.785,13.100,202012,0,0.854,17.675,1.121,1.210,0.013,1.070,0.892,1.146,1.134,1.096,true,1.349
2904,00-0035719,Deebo Samuel Sr.,WR,SF,2020,15,17,3,0,false,Hamstring,true,1,8,0.763,15.025,202101,0,1.092,23.475,1.102,0.918,1.180,1.167,1.128,1.128,1.075,1.207,true,1.562
2905,00-0035719,Deebo Samuel Sr.,WR,SF,2021,13,13,1,0,false,Groin,false,1,8,0.846,20.512,202114,0,0.942,19.275,0.910,0.957,0.898,1.004,0.839,0.969,0.922,0.934,true,0.940
2906,00-0035719,Deebo Samuel Sr.,WR,SF,2022,8,8,1,0,false,Hamstring,false,1,8,0.796,17.157,202210,2,0.964,12.275,1.093,0.741,0.992,1.030,0.540,0.854,1.093,1.118,true,0.715
2907,00-0035719,Deebo Samuel Sr.,WR,SF,2022,15,17,3,0,false,Ankle,false,1,8,0.794,13.675,202218,0,1.027,15.725,0.857,1.096,1.121,1.033,1.096,0.920,0.189,0.706,true,1.150
2908,00-0035719,Deebo Samuel Sr.,WR,SF,2023,7,8,2,0,false,Shoulder,false,1,8,0.764,12.713,202310,1,0.982,20.825,0.733,1.113,0.995,1.087,1.021,1.126,1.257,1.100,true,1.638
2909,00-0035719,Deebo Samuel Sr.,WR,SF,2024,3,3,1,0,false,Calf,false,1,8,0.762,20.700,202404,0,0.803,8.475,0.997,1.062,1.075,0.079,0.813,1.023,1.141,0.879,true,0.409
2910,00-0035719,Deebo Samuel Sr.,WR,SF,2024,18,18,1,0,false,Ribs,true,1,8,0.761,9.488,202501,0,0.966,16.250,1.011,1.156,0.565,1.130,1.025,0.946,0.972,0.893,true,1.713
2911,00-0035719,Deebo Samuel Sr.,WR,WAS,2025,7,7,1,0,false,Heel,false,1,8,0.770,15.962,202508,0,0.958,11.800,0.961,0.883,1.013,0.974,0.909,0.675,0.792,1.052,true,0.739
2912,00-0035726,Jakob Johnson,RB,NE,2019,7,17,10,10,true,Unlabeled (IR),true,1,3,0.247,1.500,202001,0,1.155,2.900,1.338,0.973,1.054,1.257,0.770,1.622,1.014,2.270,true,1.933
2913,00-0035726,Jakob Johnson,RB,LV,2023,9,9,1,0,false,Concussion,false,1,8,0.253,0.875,202314,1,0.921,0.000,0.594,0.911,1.386,0.792,0.832,0.198,0.119,0.396,true,0.000
2914,00-0035726,Jakob Johnson,RB,HOU,2025,4,10,6,6,true,Hamstring,false,1,8,0.182,0.000,202511,0,0.932,,1.151,1.041,0.603,0.932,,,,,true,
2916,00-0035771,Mitchell Wilcox,TE,CIN,2021,11,11,1,1,true,Unlabeled (IR),false,1,8,0.058,,202113,6,0.348,0.000,0.174,0.348,0.696,0.174,15.130,0.348,4.696,9.913,true,
2917,00-0035806,JaMycal Hasty,RB,SF,2020,12,17,6,6,true,Unlabeled (IR),true,1,6,0.203,5.640,202101,0,1.635,7.150,1.426,1.770,1.672,1.672,1.672,0.098,0.984,0.246,true,1.268
2918,00-0035806,JaMycal Hasty,RB,SF,2021,3,5,3,3,true,Ankle,false,1,8,0.215,5.700,202107,0,1.209,3.550,1.581,1.581,1.581,0.093,0.930,0.233,0.884,0.512,true,0.623
2919,00-0035806,JaMycal Hasty,RB,SF,2021,10,12,3,0,false,Ankle,false,1,8,0.305,6.650,202113,,0.377,3.125,0.066,0.656,0.164,0.623,0.361,0.852,0.131,0.131,true,0.470
2920,00-0035806,JaMycal Hasty,RB,NE,2024,16,16,1,0,false,Ankle,false,1,8,0.159,4.433,,,,,,,,,,,,,false,
2921,00-0035823,Ben Ellefson,TE,JAX,2020,13,17,5,5,true,Knee,true,1,6,0.318,2.000,202102,,0.848,0.000,0.817,1.257,0.660,0.660,0.471,0.848,0.157,0.565,true,0.000
2922,00-0035823,Ben Ellefson,TE,MIN,2021,6,17,11,10,false,Knee,false,1,8,0.312,1.000,202118,,0.520,1.867,0.480,0.864,0.160,0.576,0.448,,,,true,1.867
2923,00-0035823,Ben Ellefson,TE,MIN,2022,5,18,13,12,true,Groin,true,1,8,0.216,1.120,,,,,,,,,,,,,false,
2924,00-0035831,James Robinson,RB,JAX,2020,17,17,1,0,false,Ankle,true,1,8,0.779,18.688,202101,3,0.931,15.950,0.809,0.937,0.758,1.220,0.873,1.091,0.141,0.758,true,0.854
2925,00-0035831,James Robinson,RB,JAX,2021,17,18,2,2,true,Knee,true,1,8,0.577,10.925,202201,1,0.939,14.800,0.848,1.091,1.004,0.814,0.710,0.745,0.294,0.381,true,1.355
