episode_id,gsis_id,full_name,position,team,season,start_week,end_week,games_missed,ir_games,starts_on_ir,injury,carried_over,parts,n_base,base_share,base_ppg,return_key,games_to_normal,share_ratio_first4,ppg_after_first4,r1,r2,r3,r4,r5,r6,r7,r8,returned,ppg_ratio_first4
667,00-0028958,Cory Harkey,TE,LA,2016,15,17,3,3,true,Tricep,true,1,8,0.134,,,,,,,,,,,,,,false,
668,00-0028986,Case Keenum,QB,HOU,2013,16,16,1,0,false,right Thumb,false,1,7,0.873,14.383,201416,0,0.882,9.447,1.146,1.146,0.092,1.146,1.146,1.146,1.146,1.146,true,0.657
669,00-0028986,Case Keenum,QB,WAS,2019,9,9,1,0,false,Concussion,false,1,8,0.919,12.523,201912,,0.484,7.100,0.022,0.544,1.088,0.283,0.065,0.076,1.088,0.065,true,0.567
670,00-0028986,Case Keenum,QB,CLE,2021,15,15,1,1,true,Unlabeled (IR),false,1,8,0.417,6.377,202118,3,1.419,6.030,2.395,0.575,0.335,2.371,1.174,,,,true,0.946
671,00-0028986,Case Keenum,QB,HOU,2024,1,18,17,17,true,Unlabeled (IR),true,1,8,0.481,6.670,,,,,,,,,,,,,false,
672,00-0028987,Phillip Supernaw,TE,TEN,2016,12,12,1,0,false,Concussion,false,1,8,0.364,2.125,201614,,0.646,0.000,0.852,0.302,0.660,0.770,0.385,1.017,0.495,0.192,true,0.000
674,00-0029000,Cole Beasley,WR,BUF,2020,17,17,1,0,false,Knee,true,1,8,0.743,15.875,202101,5,0.899,11.500,1.226,0.808,0.889,0.673,0.525,1.172,0.956,0.902,true,0.724
675,00-0029000,Cole Beasley,WR,BUF,2021,16,16,1,1,true,Not injury related - resting player,false,1,8,0.648,11.375,202117,,0.463,4.750,0.757,0.788,0.216,0.093,0.216,0.139,,,true,0.418
677,00-0029004,Lance Dunbar,RB,DAL,2015,1,4,4,4,true,Unlabeled (IR),false,1,8,0.139,3.686,201601,0,1.189,4.375,1.586,0.937,0.649,1.586,0.577,0.865,1.514,0.649,true,1.187
678,00-0029004,Lance Dunbar,RB,LA,2017,1,9,8,8,true,Unlabeled (IR),false,1,8,0.129,1.843,201710,,1.553,6.100,1.165,0.621,2.874,,,,,,true,3.310
679,00-0029033,Griff Whalen,WR,MIA,2016,1,1,1,1,true,Unlabeled (IR),false,1,8,0.194,6.667,201603,6,0.323,0.000,0.103,0.206,0.723,0.258,0.619,0.258,3.148,3.665,true,0.000
680,00-0029051,Jarrett Boykin,WR,GB,2014,5,6,2,0,false,Groin,false,1,8,0.713,8.057,201407,,0.298,0.000,0.295,0.168,0.463,0.267,0.084,0.253,0.253,0.365,true,0.000
681,00-0029068,Derrick Coleman,RB,SEA,2013,8,10,3,0,false,Hamstring,false,1,6,0.263,3.000,201313,,0.570,4.550,0.684,0.380,0.418,0.797,0.076,0.684,0.797,0.380,true,1.517
682,00-0029068,Derrick Coleman,RB,SEA,2014,1,8,7,6,true,Foot,false,1,8,0.223,2.580,201501,1,0.910,0.300,0.315,1.213,0.989,1.124,1.124,0.090,0.180,0.270,true,0.116
683,00-0029068,Derrick Coleman,RB,SEA,2015,7,7,1,0,false,Concussion,false,1,8,0.165,0.720,201508,,0.273,0.033,0.121,0.242,0.364,0.364,0.364,0.606,0.061,0.606,true,0.046
684,00-0029104,Jonas Gray,RB,NE,2014,17,17,1,0,false,Ankle,true,1,7,0.279,9.486,201503,3,0.817,4.075,0.754,0.395,0.574,1.544,1.472,0.574,2.585,,true,0.430
685,00-0029119,Derek Carrier,TE,SF,2014,1,8,33,32,true,Foot,false,3,3,0.177,,201610,1,1.019,1.500,0.792,1.189,1.075,1.019,0.962,0.453,0.906,0.736,true,
686,00-0029119,Derek Carrier,TE,LV,2021,5,17,12,12,true,Pectoral,false,1,8,0.064,1.900,202118,,2.353,0.000,2.353,,,,,,,,true,0.000
687,00-0029129,Rod Streater,WR,OAK,2014,4,4,1,0,false,Foot,false,1,8,0.735,11.538,201501,,0.201,2.333,0.218,0.163,0.231,0.190,0.054,0.163,0.218,0.177,true,0.202
688,00-0029129,Rod Streater,WR,CLE,2018,7,17,10,10,true,Unlabeled (IR),true,1,8,0.339,5.600,,,,,,,,,,,,,false,
690,00-0029137,Alshon Jeffery,WR,CHI,2015,1,16,15,15,true,Hamstring,false,1,8,0.944,19.788,201601,0,0.985,12.175,1.007,1.017,1.060,0.858,0.975,0.975,0.996,0.985,true,0.615
691,00-0029137,Alshon Jeffery,WR,PHI,2018,1,2,2,0,false,Shoulder,false,1,8,0.838,14.838,201804,0,1.060,19.900,0.991,1.110,0.991,1.146,1.039,1.158,1.194,1.170,true,1.341
692,00-0029137,Alshon Jeffery,WR,PHI,2019,11,11,1,0,false,Ankle,false,1,8,0.750,14.686,201913,,0.490,7.175,1.200,0.307,0.360,0.093,0.653,0.747,0.600,0.827,true,0.489
693,00-0029137,Alshon Jeffery,WR,PHI,2019,15,8,11,3,true,Foot,false,2,8,0.761,14.300,202010,,0.456,0.875,0.355,0.092,0.644,0.736,0.591,0.814,0.473,,true,0.061
695,00-0029151,Matt Simms,QB,ATL,2019,1,17,16,16,true,Unlabeled (IR),true,1,3,0.377,3.313,,,,,,,,,,,,,false,
697,00-0029159,Jermaine Kearse,WR,SEA,2014,17,17,1,0,false,Hamstring,true,1,8,0.795,6.950,201501,0,0.950,9.900,1.145,0.906,0.780,0.969,0.792,0.742,0.780,0.893,true,1.424
698,00-0029159,Jermaine Kearse,WR,NYJ,2018,17,17,17,16,false,Achilles,true,2,8,0.770,5.443,,,,,,,,,,,,,false,
701,00-0029205,Travaris Cadet,RB,BUF,2017,17,17,1,1,true,Unlabeled (IR),true,1,8,0.245,6.900,201817,,1.347,3.200,1.347,,,,,,,,true,0.464
706,00-0029239,Brandon Bolden,RB,NE,2016,5,5,1,0,false,Knee,false,1,8,0.273,6.550,201607,,0.514,2.100,0.183,0.147,0.257,1.468,0.183,0.294,0.220,0.624,true,0.321
707,00-0029239,Brandon Bolden,RB,NE,2019,2,2,1,0,false,Hamstring,false,1,8,0.123,4.725,201903,2,1.306,8.500,2.286,0.653,1.143,1.143,1.796,0.490,1.143,0.816,true,1.799
708,00-0029239,Brandon Bolden,RB,NE,2020,8,17,10,10,true,Unlabeled (IR),true,1,8,0.090,3.588,202101,1,3.306,5.975,0.333,5.111,3.556,4.222,2.222,3.111,3.556,5.222,true,1.666
710,00-0029262,Rueben Randle,WR,CHI,2017,1,1,1,1,true,Unlabeled (IR),false,1,8,0.885,11.988,,,,,,,,,,,,,false,
711,00-0029263,Russell Wilson,QB,SEA,2021,6,8,3,3,true,right Finger,false,1,8,0.969,20.222,202110,0,1.032,12.585,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,true,0.622
712,00-0029263,Russell Wilson,QB,DEN,2022,15,15,1,0,false,Concussion,false,1,8,1.000,13.412,202216,1,0.938,17.535,0.750,1.000,1.000,1.000,1.000,1.000,1.000,1.000,true,1.307
713,00-0029264,Bernard Pierce,RB,JAX,2015,1,13,12,12,true,Concussion,false,1,8,0.145,3.237,,,,,,,,,,,,,false,
714,00-0029269,Travis Benjamin,WR,LAC,2018,5,6,2,0,false,Foot,false,1,8,0.502,6.812,201807,4,0.468,0.475,0.219,0.697,0.458,0.498,1.274,0.876,0.697,1.174,true,0.070
715,00-0029269,Travis Benjamin,WR,LAC,2019,7,17,19,19,true,Quadricep,true,2,8,0.474,2.800,202105,,0.169,0.000,0.485,0.084,0.021,0.084,0.106,0.063,0.042,0.148,true,0.000
716,00-0029273,Robert Turbin,RB,CLE,2015,1,4,4,0,false,Ankle,false,1,8,0.236,4.425,201506,0,1.228,3.400,0.931,1.524,1.270,1.185,0.296,1.312,0.804,0.974,true,0.768
717,00-0029273,Robert Turbin,RB,IND,2017,7,17,10,10,true,Elbow,true,1,8,0.366,7.438,201805,,0.410,0.150,0.300,0.519,,,,,,,true,0.020
718,00-0029273,Robert Turbin,RB,IND,2018,7,8,2,0,false,Shoulder,false,1,8,0.321,4.650,,,,,,,,,,,,,false,
720,00-0029275,Ladarius Green,TE,SD,2015,1,9,23,23,true,Ankle,false,2,8,0.275,2.500,201610,2,0.927,9.425,0.582,0.436,0.945,1.745,1.345,2.073,,,true,3.770
721,00-0029275,Ladarius Green,TE,PIT,2016,17,17,1,0,false,Concussion,true,1,8,0.427,6.850,,,,,,,,,,,,,false,
724,00-0029293,Marvin Jones,WR,CIN,2014,1,6,5,5,true,Foot,false,1,8,0.508,13.412,201501,0,1.527,9.850,1.241,1.576,1.695,1.596,1.813,1.576,1.773,1.537,true,0.734
725,00-0029293,Marvin Jones,WR,DET,2018,11,17,7,5,false,Knee,true,1,8,0.929,13.413,201901,0,0.948,13.025,0.872,0.991,0.883,1.044,0.883,1.034,0.958,0.948,true,0.971
726,00-0029293,Marvin Jones,WR,DET,2019,15,17,3,3,true,Unlabeled (IR),true,1,8,0.900,16.875,202001,0,1.003,7.950,1.011,1.000,1.011,0.989,0.900,1.000,1.089,1.056,true,0.471
727,00-0029293,Marvin Jones,WR,DET,2023,7,7,1,0,false,Not injury related - personal matter,false,1,8,0.500,4.417,,,,,,,,,,,,,false,
728,00-0029298,Cyrus Gray,RB,KC,2014,1,10,9,9,true,Hand,false,1,8,0.049,1.100,,,,,,,,,,,,,false,
731,00-0029311,Junior Hemingway,WR,KC,2014,13,14,2,0,false,Concussion,false,1,8,0.343,2.471,201415,,0.088,0.000,0.117,0.058,,,,,,,true,0.000
732,00-0029317,Edwin Baker,RB,NO,2014,11,11,1,0,false,Concussion,false,1,3,0.507,14.267,,,,,,,,,,,,,false,
733,00-0029319,Josh Bellamy,WR,NYJ,2019,9,17,9,8,false,Foot,true,1,8,0.330,1.371,,,,,,,,,,,,,false,
735,00-0029336,Brittan Golden,WR,ARI,2017,16,1,3,3,true,Unlabeled (IR),false,2,8,0.134,2.000,,,,,,,,,,,,,false,
738,00-0029388,Deonte Thompson,WR,BUF,2018,17,17,1,0,false,Toe,true,1,8,0.247,1.712,,,,,,,,,,,,,false,
739,00-0029394,Brenton Bersin,WR,CAR,2017,1,1,1,1,true,Unlabeled (IR),false,1,8,0.073,1.700,201709,0,2.379,1.667,1.931,1.931,3.172,2.483,3.724,3.310,10.897,7.862,true,0.980
740,00-0029414,Orson Charles,TE,CLE,2018,15,17,3,3,true,Ankle,true,1,8,0.186,0.567,,,,,,,,,,,,,false,
741,00-0029432,Chase Ford,TE,MIN,2015,1,9,8,8,true,Shoulder,false,1,8,0.490,5.750,,,,,,,,,,,,,false,
743,00-0029438,Chris Polk,RB,PHI,2014,6,6,1,0,false,Hamstring,false,1,8,0.074,5.583,201408,0,1.966,3.625,2.034,2.305,2.847,0.678,3.254,2.169,0.678,0.136,true,0.649
746,00-0029492,Jamize Olawale,RB,OAK,2015,2,2,1,0,false,Ankle,false,1,8,0.113,4.733,201504,0,1.511,0.400,1.067,1.867,2.133,0.978,0.978,2.400,2.933,1.244,true,0.085
747,00-0029492,Jamize Olawale,RB,OAK,2017,1,1,1,0,false,Quadricep,false,1,8,0.201,5.450,201703,,0.783,1.200,0.696,1.540,0.248,0.646,0.398,0.944,0.348,0.994,true,0.220
748,00-0029492,Jamize Olawale,RB,OAK,2017,6,6,1,0,false,Concussion,false,1,8,0.189,1.883,201707,,0.623,3.500,0.689,0.424,1.007,0.371,1.060,0.106,0.212,0.318,true,1.858
749,00-0029492,Jamize Olawale,RB,DAL,2020,8,17,9,9,true,Unlabeled (IR),true,1,8,0.105,0.000,,,,,,,,,,,,,false,
750,00-0029510,Jonathan Grimes,RB,HOU,2015,4,5,2,0,false,Knee,false,1,8,0.266,4.775,201507,1,0.911,4.550,0.188,1.052,1.390,1.014,1.127,1.352,1.615,1.089,true,0.953
751,00-0029510,Jonathan Grimes,RB,HOU,2016,4,7,4,0,false,Ankle,false,1,8,0.290,7.175,201608,,0.897,2.875,0.862,0.655,1.310,0.759,0.931,0.655,2.034,,true,0.401
752,00-0029510,Jonathan Grimes,RB,HOU,2016,11,11,1,0,false,Illness,false,1,8,0.282,6.725,201612,,0.938,3.475,0.673,1.345,0.779,0.956,0.673,2.088,,,true,0.517
754,00-0029534,Cooper Helfet,TE,SEA,2014,13,13,1,0,false,Ankle,false,1,7,0.416,4.817,201416,,0.565,1.450,0.866,0.048,0.072,1.275,0.120,0.168,0.096,0.192,true,0.301
758,00-0029567,Nick Foles,QB,PHI,2013,8,8,1,0,false,Concussion,false,1,4,0.413,12.995,201309,0,2.339,28.615,2.085,2.424,2.424,2.424,2.424,2.424,2.303,2.424,true,2.202
759,00-0029567,Nick Foles,QB,PHI,2014,10,17,8,0,false,Collarbone,true,1,8,1.000,16.035,201501,0,1.000,13.675,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,true,0.853
760,00-0029567,Nick Foles,QB,JAX,2019,2,9,8,8,true,Abdomen,false,1,8,0.896,13.723,201911,0,0.815,11.990,1.116,1.116,0.446,0.580,1.116,1.116,1.116,1.116,true,0.874
761,00-0029567,Nick Foles,QB,CHI,2021,9,9,1,0,false,Not injury related - personal matter,false,1,8,0.926,13.047,202116,,0.686,6.200,1.080,0.043,1.080,0.540,,,,,true,0.475
762,00-0029567,Nick Foles,QB,IND,2022,18,18,1,0,false,Ribs,true,1,8,0.755,9.103,,,,,,,,,,,,,false,
764,00-0029580,Rishard Matthews,WR,MIA,2015,1,16,15,15,true,Ribs,false,1,8,0.227,3.643,201601,0,2.264,7.500,2.286,2.374,2.769,1.626,2.418,1.758,2.945,3.868,true,2.059
765,00-0029580,Rishard Matthews,WR,NYJ,2018,16,17,2,2,true,Unlabeled (IR),true,1,8,0.504,2.029,,,,,,,,,,,,,false,
767,00-0029587,Rhett Ellison,TE,MIN,2013,8,9,2,0,false,Ankle,false,1,3,0.107,,201311,0,4.453,3.533,3.562,4.875,4.875,4.500,7.969,7.500,2.625,5.062,true,
768,00-0029587,Rhett Ellison,TE,MIN,2015,1,17,16,16,true,Concussion,true,1,8,0.511,4.567,201601,,0.489,1.333,0.411,0.372,0.743,0.430,0.333,0.293,0.724,0.489,true,0.292
769,00-0029587,Rhett Ellison,TE,NYG,2018,17,17,1,0,false,Concussion,true,1,8,0.626,3.829,201901,,0.671,2.575,0.511,0.782,0.559,0.830,0.687,1.597,0.639,0.655,true,0.673
770,00-0029587,Rhett Ellison,TE,NYG,2019,12,17,6,1,false,Concussion,true,1,8,0.514,3.963,,,,,,,,,,,,,false,
772,00-0029590,Taylor Thompson,TE,TEN,2014,1,8,8,8,true,Knee,false,1,8,0.344,1.717,,,,,,,,,,,,,false,
774,00-0029601,Brandon Bostick,TE,GB,2014,11,12,2,0,false,Hip,false,1,8,0.193,4.367,201414,,0.273,0.000,0.208,0.208,0.104,0.571,1.610,0.623,0.727,0.519,true,0.000
775,00-0029604,Kirk Cousins,QB,MIN,2021,17,17,1,1,true,Ribs,false,1,8,1.000,17.210,202118,0,1.000,17.030,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,true,0.990
776,00-0029604,Kirk Cousins,QB,MIN,2023,9,18,9,9,true,Unlabeled (IR),true,1,8,0.943,17.860,202401,0,1.061,10.590,1.061,1.061,1.061,1.061,1.061,1.061,0.955,1.061,true,0.593
777,00-0029608,T.Y. Hilton,WR,IND,2018,5,6,2,0,false,Chest,false,1,8,0.922,11.812,201807,4,0.756,17.525,0.575,0.889,0.824,0.737,0.943,0.943,0.878,0.618,true,1.484
778,00-0029608,T.Y. Hilton,WR,IND,2019,9,11,3,0,false,Calf,false,1,8,0.789,16.625,201912,3,0.685,6.775,0.469,0.659,0.748,0.862,1.014,0.735,0.672,0.951,true,0.408
779,00-0029608,T.Y. Hilton,WR,IND,2019,13,14,2,0,false,Calf,false,1,8,0.835,15.862,201915,6,0.775,7.900,0.623,0.707,0.814,0.958,0.695,0.635,0.898,1.138,true,0.498
780,00-0029608,T.Y. Hilton,WR,IND,2021,1,5,5,5,true,Unlabeled (IR),false,1,8,0.623,13.288,202106,7,0.787,5.425,0.803,0.707,0.980,0.659,0.980,0.707,0.434,1.076,true,0.408
781,00-0029608,T.Y. Hilton,WR,IND,2021,9,9,1,0,false,Concussion,false,1,8,0.639,15.137,202110,5,0.810,5.775,0.955,0.642,0.955,0.689,0.423,1.049,0.971,1.096,true,0.382
783,00-0029613,Doug Martin,RB,TB,2014,11,11,1,0,false,Ankle,false,1,8,0.640,9.225,201412,,0.699,7.825,0.531,0.812,0.594,0.859,0.578,0.719,0.641,0.922,true,0.848
784,00-0029613,Doug Martin,RB,TB,2016,3,9,5,0,false,Hamstring,false,2,8,0.605,14.562,201610,1,1.045,11.975,0.678,1.289,1.306,0.909,1.107,1.091,0.595,0.876,true,0.822
785,00-0029613,Doug Martin,RB,TB,2017,13,13,1,0,false,Concussion,false,1,8,0.514,8.188,201714,,0.331,3.775,0.526,0.448,0.097,0.253,0.487,0.331,0.136,0.214,true,0.461
786,00-0029615,Lamar Miller,RB,HOU,2016,17,17,1,0,false,Ankle,true,1,8,0.565,14.363,201701,0,1.296,14.925,1.434,1.310,1.239,1.204,1.558,1.186,1.540,1.292,true,1.039
787,00-0029615,Lamar Miller,RB,HOU,2019,1,17,16,16,true,Unlabeled (IR),true,1,8,0.590,13.750,202010,,0.169,2.600,0.169,,,,,,,,true,0.189
790,00-0029632,Mohamed Sanu,WR,ATL,2016,14,14,1,0,false,Groin,false,1,8,0.803,10.375,201615,1,0.916,9.975,0.847,0.885,0.922,1.009,1.034,1.047,0.511,1.109,true,0.961
791,00-0029632,Mohamed Sanu,WR,ATL,2017,6,6,1,0,false,Hamstring,false,1,8,0.794,10.725,201707,0,1.027,12.275,1.121,1.146,0.907,0.932,0.957,1.008,1.096,0.920,true,1.145
792,00-0029632,Mohamed Sanu,WR,SF,2021,10,18,9,9,true,Knee,true,1,8,0.460,4.350,,,,,,,,,,,,,false,
793,00-0029634,James Hanna,TE,DAL,2016,1,17,16,16,true,Unlabeled (IR),true,1,8,0.254,1.133,201701,2,1.113,4.900,1.103,0.512,1.182,1.655,1.064,1.222,0.828,0.591,true,4.324
794,00-0029654,A.J. Jenkins,WR,KC,2014,1,12,11,11,true,Shoulder,false,1,8,0.100,3.400,,,,,,,,,,,,,false,
795,00-0029664,Josh Gordon,WR,CLE,2018,2,2,1,0,false,Hamstring,false,1,8,0.838,9.662,201804,2,0.669,10.350,0.263,0.310,0.967,1.134,1.003,0.955,0.991,0.907,true,1.071
796,00-0029664,Josh Gordon,WR,NE,2019,7,8,2,1,false,Knee,false,1,8,0.820,10.675,201910,,0.494,3.525,0.451,0.402,0.439,0.683,0.451,0.122,0.159,0.134,true,0.330
797,00-0029664,Josh Gordon,WR,SEA,2020,8,12,5,5,true,Unlabeled (IR),false,1,8,0.570,6.088,202105,,0.325,0.700,0.175,0.228,0.193,0.702,0.509,0.754,0.754,0.404,true,0.115
798,00-0029664,Josh Gordon,WR,KC,2021,15,15,1,1,true,Unlabeled (IR),false,1,8,0.265,0.760,202116,2,0.858,0.375,0.453,0.755,1.019,1.208,0.377,,,,true,0.493
799,00-0029665,Robert Griffin,QB,WAS,2014,3,7,5,0,false,Ankle,false,1,8,0.948,14.095,201409,0,0.815,7.870,1.055,1.055,1.055,0.095,0.876,1.055,1.055,1.034,true,0.558
800,00-0029665,Robert Griffin,QB,CLE,2016,2,12,11,11,true,Unlabeled (IR),false,1,8,0.754,9.810,201614,0,1.280,14.285,1.327,1.327,1.141,1.327,0.013,0.265,0.080,0.398,true,1.456
801,00-0029665,Robert Griffin,QB,BAL,2020,13,17,5,5,true,Thigh,true,1,8,0.227,1.094,,,,,,,,,,,,,false,
802,00-0029668,Andrew Luck,QB,IND,2015,11,17,7,0,false,Abdomen,true,1,8,0.869,15.578,201601,0,1.148,19.120,1.151,1.151,1.140,1.151,1.151,1.151,1.151,1.151,true,1.227
803,00-0029668,Andrew Luck,QB,IND,2016,12,12,1,0,false,Concussion,false,1,8,0.999,18.188,201613,1,0.931,22.370,0.791,1.001,0.931,1.001,1.001,1.001,1.001,0.981,true,1.230
804,00-0029668,Andrew Luck,QB,IND,2017,1,17,16,8,false,right Shoulder,true,1,8,0.965,20.890,201801,0,1.031,20.085,1.036,1.036,1.016,1.036,1.036,1.036,0.912,1.036,true,0.961
805,00-0029673,DeVier Posey,WR,HOU,2013,16,17,2,0,false,Ankle,true,1,8,0.337,3.300,201415,,2.756,4.000,2.756,,,,,,,,true,1.212
806,00-0029673,DeVier Posey,WR,HOU,2014,17,17,1,0,false,Calf,true,1,8,0.312,3.633,,,,,,,,,,,,,false,
810,00-0029677,Brandon Weeden,QB,CLE,2013,14,14,1,0,false,Concussion,false,1,7,0.773,9.763,201408,6,0.463,5.005,0.233,1.294,0.194,0.129,0.026,0.414,1.294,1.294,true,0.513
811,00-0029683,Ronnie Hillman,RB,DEN,2014,11,14,4,0,false,Foot,false,1,8,0.481,11.863,201417,6,0.758,5.725,0.935,0.478,0.873,0.748,0.914,0.748,1.081,1.184,true,0.483
813,00-0029689,Dwayne Allen,TE,IND,2014,12,13,2,0,false,Ankle,false,1,8,0.725,11.125,201414,0,0.790,5.450,0.966,1.076,0.179,0.938,0.414,1.062,0.579,0.552,true,0.490
814,00-0029689,Dwayne Allen,TE,IND,2014,17,16,16,15,false,Knee,false,2,8,0.665,10.429,201601,0,1.188,8.075,1.053,1.278,1.233,1.188,1.068,0.120,0.977,1.233,true,0.774
815,00-0029689,Dwayne Allen,TE,IND,2016,7,8,2,0,false,Ankle,false,1,8,0.715,6.575,201609,0,0.951,10.400,0.909,1.147,0.881,0.867,0.811,0.657,0.895,0.811,true,1.582
816,00-0029689,Dwayne Allen,TE,NE,2018,12,13,2,0,false,Knee,false,1,8,0.425,1.850,201815,1,0.722,0.000,0.118,1.153,0.894,,,,,,true,0.000
818,00-0029697,Coby Fleener,TE,NO,2017,13,17,5,5,true,Concussion,true,1,8,0.338,4.125,,,,,,,,,,,,,false,
819,00-0029701,Ryan Tannehill,QB,MIA,2016,15,17,19,16,false,Knee,true,2,8,1.000,13.470,201801,0,0.932,14.220,1.000,1.000,1.000,0.730,1.000,1.000,1.000,0.960,true,1.056
820,00-0029701,Ryan Tannehill,QB,MIA,2018,7,10,4,0,false,right Shoulder,false,1,8,0.938,15.413,201812,0,1.056,15.215,1.067,1.067,1.024,1.067,1.067,1.067,0.032,0.448,true,0.987
821,00-0029701,Ryan Tannehill,QB,TEN,2022,16,18,3,2,false,Ankle,true,1,8,0.972,13.945,202301,0,1.018,10.080,1.028,1.028,0.987,1.028,1.028,0.689,1.028,0.781,true,0.723
822,00-0029701,Ryan Tannehill,QB,TEN,2023,8,9,2,0,false,Ankle,false,1,8,0.953,11.448,202316,,0.966,9.640,1.050,0.798,1.050,,,,,,true,0.842
824,00-0029708,Kendall Wright,WR,TEN,2015,9,11,3,0,false,Knee,false,1,8,0.710,12.100,201512,,0.581,4.375,0.775,0.831,0.197,0.521,0.394,0.493,0.718,0.549,true,0.362
825,00-0029708,Kendall Wright,WR,TEN,2015,14,15,2,0,false,Ribs,false,1,8,0.672,10.738,201516,,0.424,9.350,0.208,0.550,0.416,0.520,0.758,0.580,1.011,0.639,true,0.871
826,00-0029708,Kendall Wright,WR,TEN,2015,17,2,3,0,false,Knee,false,2,8,0.693,8.950,201604,,0.545,8.950,0.534,0.404,0.505,0.736,0.563,0.982,0.621,0.780,true,1.000
829,00-0029731,Fozzy Whittaker,RB,CAR,2014,8,9,2,0,false,Thigh,false,1,8,0.238,5.225,201410,,0.537,4.600,0.842,0.884,0.042,0.379,0.505,0.168,0.547,0.716,true,0.880
830,00-0029731,Fozzy Whittaker,RB,CAR,2015,17,17,1,0,false,Ankle,true,1,8,0.179,2.557,201601,0,2.517,11.400,1.007,3.301,2.517,3.245,1.958,1.231,1.007,1.287,true,4.458
831,00-0029731,Fozzy Whittaker,RB,CAR,2017,7,8,2,0,false,Ankle,false,1,8,0.125,3.967,201712,,0.500,0.075,0.080,0.160,0.960,0.800,0.560,0.560,,,true,0.019
832,00-0029731,Fozzy Whittaker,RB,CAR,2018,1,17,16,16,true,Unlabeled (IR),true,1,8,0.061,2.043,,,,,,,,,,,,,false,
833,00-0029738,Darren Fells,TE,ARI,2015,7,8,2,0,false,Shoulder,false,1,8,0.758,6.543,201510,4,0.663,4.275,0.739,0.607,0.475,0.832,1.149,1.201,1.109,0.911,true,0.653
834,00-0029738,Darren Fells,TE,ARI,2016,5,5,1,0,false,Shoulder,false,1,8,0.701,5.200,201606,,0.378,2.500,0.570,0.114,0.613,0.214,0.157,0.471,0.627,0.485,true,0.481
835,00-0029738,Darren Fells,TE,ARI,2016,8,8,1,0,false,Ankle,false,1,8,0.628,4.200,201610,,0.406,2.550,0.685,0.239,0.175,0.526,0.701,0.542,0.510,0.622,true,0.607
836,00-0029740,Ifeanyi Momah,TE,ARI,2016,10,17,8,8,true,Unlabeled (IR),true,1,4,0.062,1.750,201701,,1.640,1.867,0.640,5.120,0.320,0.480,0.480,0.960,0.320,1.920,true,1.067
837,00-0029740,Ifeanyi Momah,TE,ARI,2017,11,17,7,7,true,Unlabeled (IR),true,1,8,0.080,1.120,,,,,,,,,,,,,false,
839,00-0029778,Darius Johnson,WR,ATL,2013,16,16,1,0,false,Ankle,false,1,8,0.652,5.087,201317,,0.736,1.400,0.736,,,,,,,,true,0.275
840,00-0029793,Brandon Williams,TE,CAR,2015,1,14,9,8,true,Foot,false,3,8,0.080,0.320,201601,0,1.781,0.000,1.375,0.875,2.625,2.250,1.875,1.625,2.125,2.625,true,0.000
841,00-0029793,Brandon Williams,TE,SEA,2016,15,15,1,1,true,Knee,false,1,8,0.147,0.867,201617,0,1.678,2.567,1.288,2.576,1.220,1.627,1.898,4.475,1.492,1.017,true,2.962
842,00-0029793,Brandon Williams,TE,IND,2017,16,17,2,2,true,Concussion,true,1,8,0.321,2.300,,,,,,,,,,,,,false,
843,00-0029795,Benny Cunningham,RB,STL,2013,7,7,1,0,false,Ankle,false,1,4,0.223,2.450,201309,,0.921,6.900,0.584,0.719,2.067,0.315,0.899,0.584,0.449,0.090,true,2.816
844,00-0029795,Benny Cunningham,RB,LA,2016,15,17,3,3,true,Neck,true,1,8,0.265,3.950,201701,2,0.575,5.150,0.226,0.302,0.906,0.868,0.038,0.151,1.774,1.019,true,1.304
845,00-0029848,Nick Williams,WR,ATL,2016,15,15,1,0,false,Concussion,false,1,8,0.228,6.680,201617,1,1.363,2.000,0.440,1.626,1.846,1.538,0.703,0.571,,,true,0.299
846,00-0029848,Nick Williams,WR,SF,2019,1,1,1,1,true,Unlabeled (IR),false,1,8,0.206,3.433,,,,,,,,,,,,,false,
848,00-0029854,C.J. Anderson,RB,DEN,2016,8,17,9,9,true,Knee,true,1,8,0.634,14.113,201701,0,1.112,15.425,1.105,1.152,1.105,1.089,0.742,0.931,0.757,0.552,true,1.093
850,00-0029878,MarQueis Gray,TE,CLE,2013,11,12,2,0,false,Hamstring,false,1,5,0.066,0.767,201313,2,3.712,1.433,0.606,0.758,2.121,11.364,4.394,1.818,3.030,1.212,true,1.870
851,00-0029878,MarQueis Gray,TE,BUF,2015,1,5,5,4,true,Forearm,false,1,8,0.196,2.414,201601,5,0.280,0.000,0.102,0.102,0.357,0.561,0.713,1.987,4.331,3.975,true,0.000
852,00-0029878,MarQueis Gray,TE,MIA,2018,1,17,16,16,true,Foot,true,1,8,0.126,0.800,,,,,,,,,,,,,false,
853,00-0029883,Joseph Fauria,TE,DET,2014,1,14,13,13,true,Ankle,false,1,8,0.275,3.950,,,,,,,,,,,,,false,
854,00-0029892,Kyle Juszczyk,RB,SF,2017,6,7,2,0,false,Back,false,1,8,0.369,4.763,201708,4,0.936,2.425,0.814,0.624,1.681,0.624,1.437,1.329,1.247,1.519,true,0.509
